Gene	Length	Strand	GC
ybhG	998	reverse	57.06
ybiX	677	reverse	52.95
fiu	2282	reverse	53.83
mcbA	260	reverse	52.49
rlmF	926	forward	54.15
ybiO	2225	reverse	53.32
opgE	1583	reverse	48.36
yliL	269	forward	50.74
mntR	467	forward	54.06
ybiR	1118	forward	52.28
ldtB	920	reverse	52.99
ybiT	1592	forward	52.79
ybiU	1265	reverse	55.61
ybiV	815	reverse	46.69
ybiW	2432	reverse	54.99
ybiY	899	reverse	54.11
fsaA	662	forward	54.15
gsiA	1871	forward	54.01
gsiB	1538	forward	52.24
gsiC	920	forward	53.53
gsiD	911	forward	53.07
pdeI	2348	forward	41.59
dgcI	1328	forward	43.49
rimO	1325	reverse	52.64
bssR	383	forward	48.7
yliI	1115	forward	51.7
gstB	626	reverse	51.99
ybjG	596	reverse	51.59
mdfA	1232	forward	52.39
ybjH	284	reverse	52.98
ybjI	815	reverse	45.59
ybjJ	1208	reverse	54.92
rcdA	536	forward	51.58
ybjL	1685	reverse	51.54
ybjM	377	forward	49.74
ybjN	476	forward	48.43
ybjO	488	forward	52.15
rlmC	1127	forward	54.61
ybjP	515	reverse	53.88
ybjQ	323	forward	54.01
amiD	830	forward	56.08
ybjS	1013	reverse	54.44
ybjT	1430	reverse	55
ltaE	1001	reverse	56.19
hcr	968	reverse	55.42
hcp	1652	reverse	54.75
lysO	899	reverse	48.22
ybjD	1658	forward	53.1
ybjX	992	reverse	49.95
macA	1115	forward	53.05
macB	1946	forward	53.93
clpS	320	forward	45.17
ftsK	3989	forward	54.01
lolA	611	forward	50.98
ycaM	1430	forward	47.17
ycaN	908	reverse	46.64
ycaO	1760	reverse	51.56
ycaP	692	forward	47.62
ycaL	764	forward	49.93
ycaQ	1232	forward	52.31
ycaR	182	forward	48.09
ycbJ	893	forward	52.46
ycbK	548	forward	49.73
gloC	647	forward	51.54
ssuC	791	reverse	55.81
ssuD	1145	reverse	56.98
ssuA	959	reverse	52.4
ssuE	575	reverse	54.17
elfA	539	forward	42.41
elfD	701	forward	45.01
elfC	2600	forward	47.87
elfG	1070	forward	48.27
ycbU	542	forward	47.15
ycbV	515	forward	47.29
zapC	542	forward	49.36
ycbX	1109	reverse	50.45
rlmL	2108	forward	54.24
uup	1907	forward	52.41
pqiA	1253	forward	52.23
pqiB	1640	forward	50.21
pqiC	563	forward	52.13
ycbZ	1760	reverse	51.79
sxy	629	forward	48.1
yccS	2153	reverse	52.23
yccF	446	reverse	48.32
mgsA	458	reverse	52.72
yccT	662	reverse	50.68
yccU	413	forward	54.35
hspQ	317	reverse	55.66
rlmI	1190	reverse	51.81
yccX	278	forward	52.33
etp	446	reverse	52.35
gfcE	1139	reverse	50.96
gfcD	2096	reverse	51.98
gfcC	746	reverse	52.34
gfcB	644	reverse	47.6
gfcA	305	reverse	57.52
insB-4	503	forward	54.76
cspH	212	reverse	46.95
cspG	212	forward	44.13
ymcE	230	forward	41.56
yccM	1073	reverse	49.16
torS	2744	reverse	53.77
torT	1028	forward	53.45
ycdF	230	forward	48.92
rutG	1328	reverse	54.03
rutF	494	reverse	58.99
rutE	590	reverse	57.19
rutD	800	reverse	57.93
rutC	386	reverse	54.01
rutB	692	reverse	55.41
rutA	1148	reverse	55.09
efeU	829	forward	54.22
efeO	1127	forward	51.33
pgaD	413	reverse	44.2
pgaC	1325	reverse	46.68
pgaB	2018	reverse	44.43
pgaA	2423	reverse	47.32
dgcT	1358	forward	38.56
insF-4	866	reverse	55.13
insE-4	299	reverse	50
ymdE	302	forward	41.25
ycdU	986	forward	40.53
ghrA	938	forward	51.22
ycdX	737	forward	48.37
ycdY	554	forward	53.51
ycdZ	491	forward	53.86
csgG	833	reverse	50.12
csgF	416	reverse	42.45
csgE	389	reverse	43.08
csgD	650	reverse	41.78
csgB	455	forward	41.89
csgC	332	forward	42.64
ymdA	311	forward	43.59
ymdB	533	forward	51.69
clsC	1421	forward	50.7
opgC	1157	reverse	43.87
b1052	98	reverse	45.45
yceJ	566	reverse	51.15
yceO	140	reverse	37.59
solA	1118	reverse	52.46
bssS	254	reverse	45.1
dinI	245	reverse	47.97
mdtH	1208	reverse	55.33
yceM	923	forward	55.3
murJ	1535	forward	53.71
flgN	416	reverse	48.2
yceQ	320	forward	44.55
ycfL	377	forward	49.47
lpoB	641	forward	56.39
thiK	824	forward	53.33
nagZ	1025	forward	53.02
ycfP	542	forward	46.59
comR	632	reverse	51.18
bhsA	257	forward	47.29
ldtC	962	reverse	53.27
ycfT	1073	reverse	49.53
lolC	1199	forward	54.17
lolD	701	forward	55.13
lolE	1244	forward	51.89
nagK	911	forward	52.74
cobB	839	forward	51.79
ycfZ	788	reverse	42.59
ymfA	461	reverse	43.51
nudJ	461	reverse	50.22
rluE	653	reverse	51.22
ymfD	665	reverse	34.83
ymfE	704	reverse	30.92
xisE	245	reverse	44.31
ymfH	311	reverse	54.17
ymfI	341	forward	38.6
ymfJ	308	reverse	46.93
ymfK	674	reverse	44.44
ymfT	200	forward	42.79
ymfL	557	forward	49.64
ymfM	338	forward	49.85
ymfN	1367	forward	54.31
ymfR	182	forward	60.11
beeE	473	forward	56.33
jayE	791	forward	57.58
ymfQ	584	forward	57.26
tfaP	413	forward	42.03
stfE	536	reverse	45.44
iraM	323	reverse	33.95
ycgX	404	reverse	36.79
bluR	731	reverse	48.77
bluF	1211	reverse	43.56
ycgZ	236	forward	41.77
ymgA	272	forward	37
ariR	266	forward	34.83
ymgC	248	forward	35.74
pdeG	1523	forward	44.62
ycgH	2647	forward	43.28
ymgD	329	reverse	45.15
ymgG	344	reverse	52.17
ycgJ	368	forward	42.28
pliG	401	reverse	43.03
ycgL	326	forward	43.12
ycgM	659	forward	51.97
ycgN	461	forward	47.62
hlyE	911	reverse	41.12
cvrA	1736	reverse	52.33
ldcA	914	reverse	53.01
emtA	611	forward	51.96
ycgR	734	reverse	50.75
ymgE	254	forward	53.33
ycgY	440	forward	41.5
dhaL	632	reverse	53.55
dhaK	1070	reverse	53.03
dhaR	1919	forward	51.46
ycgV	2867	reverse	49.79
ychQ	392	forward	47.58
ychS	275	forward	59.42
insZ	896	reverse	55.41
yciU	329	reverse	47.27
yciV	881	forward	54.08
yciO	620	forward	48.15
yciQ	1895	forward	46.99
lapA	308	forward	50.16
yciT	749	reverse	48.8
pdeR	1985	reverse	48.49
yciW	1127	reverse	50.8
ycjD	353	reverse	49.72
ymjA	245	reverse	48.37
puuP	1385	reverse	53.32
puuA	1418	reverse	53.49
puuD	764	forward	52.29
puuE	1265	forward	57.66
ycjM	1679	forward	43.87
ycjN	1292	forward	50.04
ycjO	881	forward	53.63
ycjP	842	forward	52.79
ycjQ	1052	forward	55.75
ycjR	788	forward	53.61
ycjS	1055	forward	54.73
ycjT	2267	forward	53.75
ycjU	659	forward	56.52
ycjV	968	forward	50.57
ompG	905	forward	49.89
ycjW	998	reverse	45.45
ycjX	1397	forward	54.43
tpx	506	reverse	51.28
ycjG	965	forward	54.66
mpaA	728	reverse	54.87
ycjY	920	reverse	47.99
pgrR	899	forward	46.56
mppA	1613	forward	47.96
ynaI	1031	reverse	43.22
insH-4	1016	forward	54.67
ynaJ	257	forward	45.35
abgB	1445	reverse	52.56
abgA	1310	reverse	55.23
abgR	908	forward	49.61
smrA	563	forward	54.26
dgcM	1232	reverse	47.69
zntB	983	forward	51.93
ttcA	935	reverse	48.61
intR	1235	reverse	42.96
xisR	215	reverse	44.91
	176	forward	48.59
ydaG	134	reverse	47.41
racR	476	reverse	41.93
ydaS	296	forward	43.43
ydaT	422	forward	50.83
ydaU	857	forward	47.9
ydaV	746	forward	52.74
ydaW	560	forward	48.84
rzpR	299	forward	53.33
b1364	281	forward	40.78
ynaK	263	forward	48.11
ydaY	359	forward	47.22
	233	forward	47.01
ynaA	1028	forward	46.84
lomR	0		56.64
insH-5	980	reverse	55.45
stfR	3362	forward	53.35
tfaR	575	forward	48.09
pinR	590	reverse	44.67
ynaE	233	reverse	35.9
uspF	434	reverse	48.51
ompN	1133	reverse	46.65
ydbK	3524	reverse	53.25
hslJ	422	reverse	46.81
ydbH	2639	forward	52.12
ynbE	185	forward	43.01
ydbL	326	forward	44.95
feaR	905	reverse	48.57
paaZ	2045	reverse	54.2
paaA	929	forward	52.15
paaB	287	forward	49.65
paaC	746	forward	53.01
paaD	497	forward	55.82
paaE	1070	forward	53.31
paaF	767	forward	54.56
paaG	788	forward	54.5
paaH	1427	forward	53.22
paaI	422	forward	51.54
paaJ	1205	forward	55.97
paaK	1313	forward	51.83
paaX	950	forward	50.37
paaY	590	forward	50.59
ydbA	0		49.58
insD-2	905	reverse	55.08
insC-2	365	reverse	53.01
insI-2	1151	forward	45.83
ynbA	605	forward	46.53
ynbB	896	forward	43.59
ynbC	1757	forward	50.91
ynbD	1292	forward	50.58
azoR	605	reverse	51.98
hrpA	3902	forward	53.45
mokB	167	reverse	51.19
ydcI	923	reverse	50.54
ydcJ	1343	forward	52.68
	203	reverse	47.06
ydcK	980	reverse	48.42
ydcL	668	forward	44.69
insQ	1148	forward	51.87
ydcO	1175	reverse	52.98
sutR	536	forward	49.35
rlhA	1961	forward	51.07
yncJ	230	reverse	48.92
	197	reverse	49.49
hicB	416	forward	45.56
ydcR	1406	forward	51.39
ydcS	1145	forward	52.79
ydcT	1013	forward	54.44
ydcU	941	forward	52.97
ydcV	794	forward	53.96
patD	1424	forward	53.19
ortT	173	forward	44.83
ydcY	233	forward	54.27
ydcZ	449	reverse	51.78
mnaT	518	reverse	53.18
curA	1037	forward	52.31
mcbR	665	forward	43.69
yncD	2102	reverse	51.07
yncE	1061	forward	50.66
ansP	1499	reverse	52
yncG	617	forward	47.41
yncH	212	forward	31.46
yncI	1053	forward	37.86
yddH	569	reverse	51.23
nhoA	845	forward	51.42
yddJ	335	reverse	35.71
yddK	956	reverse	32.18
yddL	290	reverse	41.92
yddM	284	reverse	51.23
adhP	1010	reverse	52.42
bdm	215	reverse	45.37
ddpF	926	reverse	54.58
ddpD	986	reverse	54.1
ddpC	896	reverse	53.07
ddpB	1022	reverse	54.94
ddpA	1550	reverse	50.35
ddpX	581	reverse	52.92
dosP	2399	reverse	50.21
dosC	1382	reverse	44.4
yddW	1319	reverse	52.35
gadC	1535	reverse	48.11
ydeM	1157	reverse	38.69
ydeN	1682	reverse	44.09
ydeO	761	reverse	39.5
safA	197	reverse	37.37
ydeP	2279	reverse	50.31
ydeQ	914	reverse	44.7
ydeR	503	reverse	44.84
ydeS	530	reverse	44.82
ydeT	1148	reverse	44.56
yneL	202	reverse	46.31
lsrK	1592	reverse	52.23
lsrR	953	reverse	50.73
lsrA	1535	forward	53.32
lsrC	1028	forward	53.74
lsrD	992	forward	53.27
lsrB	1022	forward	49.66
lsrF	875	forward	49.66
lsrG	290	forward	46.39
tam	758	forward	53.89
yneE	914	reverse	47.98
dgcF	947	reverse	50.42
yneG	359	reverse	52.78
glsB	926	reverse	52
sad	1388	reverse	53.06
yneJ	881	forward	53.51
yneK	1115	forward	39.78
ydfH	686	forward	50.07
ydfZ	203	forward	51.96
ydfI	1460	reverse	49.49
ydfJ	1283	reverse	46.96
ydfK	233	forward	35.47
pinQ	590	forward	44.84
tfaQ	575	reverse	48.26
ydfN	962	reverse	52.65
ydfO	410	forward	31.63
gnsB	173	reverse	29.89
ynfN	155	reverse	43.59
cspI	212	reverse	40.38
rzpQ	497	reverse	45.78
rrrQ	533	reverse	50.56
ydfR	311	reverse	43.59
essQ	215	reverse	46.3
ydfT	752	reverse	47.94
ydfU	1049	reverse	52.19
ydfV	305	forward	46.08
flxA	332	forward	42.94
ydfW	149	reverse	43.33
ydfX	290	reverse	50.52
insD-7	656	forward	54.34
intQ	1196	forward	42.19
rspB	1019	reverse	44.9
rspA	1214	reverse	50.7
ynfA	326	reverse	51.68
ynfB	341	forward	51.17
speG	560	forward	46.88
ynfC	710	reverse	43.74
ynfD	305	forward	56.21
ynfE	2426	forward	50.76
ynfF	2423	forward	51.2
ynfG	617	forward	52.91
ynfH	854	forward	52.63
dmsD	614	forward	53.33
clcB	1256	forward	54.26
ynfK	695	reverse	52.16
mlc	1220	reverse	52.25
ynfL	893	reverse	52.68
ynfM	1253	forward	52.95
asr	308	forward	51.13
ydgD	821	forward	52.07
mdtI	329	reverse	51.52
mdtJ	365	reverse	42.35
tqsA	1034	forward	50.24
ydgH	944	forward	51.11
ydgI	1382	forward	53.51
folM	722	forward	50.9
ydgC	335	reverse	47.32
rstA	719	forward	49.31
ydgA	1508	forward	49.04
uidC	1265	reverse	47.16
uidR	590	reverse	50.93
ydgJ	1040	reverse	53.31
cnu	215	forward	47.22
ydgK	440	forward	48.75
rsxA	581	forward	51.55
rsxB	578	forward	54.58
rsxC	2222	forward	55.38
rsxD	1058	forward	52.6
rsxG	620	forward	53.14
rsxE	695	forward	52.73
dtpA	1502	forward	51.63
gstA	605	forward	50.5
pdxY	863	reverse	53.01
anmK	1109	reverse	54.59
slyB	467	forward	51.28
slyA	434	reverse	48.28
ydhI	236	forward	48.95
ydhJ	857	forward	50.23
ydhK	2012	forward	52.76
sodC	521	reverse	52.87
ydhF	896	reverse	52.4
ydhL	239	reverse	51.67
nemR	599	forward	52.33
nemA	1097	forward	53.46
gloA	407	forward	51.47
mepH	815	forward	47.79
ydhP	1169	reverse	53.33
ydhQ	1256	reverse	51.39
ydhR	305	forward	44.77
ydhS	1604	forward	47.85
ydhT	812	reverse	52.89
ydhU	785	reverse	49.24
ydhX	668	reverse	50.37
ydhW	647	reverse	52.31
ydhV	2102	reverse	47.98
ydhY	626	reverse	49.44
fumD	209	reverse	46.67
ldtE	1004	reverse	51.84
sufE	416	reverse	48.68
sufS	1220	reverse	54.87
sufD	1271	reverse	53.3
sufC	746	reverse	50.47
sufB	1487	reverse	51.55
ydiH	188	reverse	44.44
menI	410	reverse	51.58
ydiJ	3056	reverse	53.81
ydiK	1112	forward	54.9
ydiL	356	forward	45.66
ydiM	1214	forward	44.94
ydiN	1265	forward	45.34
ydiO	1151	forward	51.91
ydiP	911	reverse	42
ydiQ	764	forward	51.37
ydiR	938	forward	53.57
ydiS	1289	forward	54.65
ydiT	293	forward	47.96
ydiU	1436	reverse	52.82
ydiV	713	reverse	42.3
arpB	1899	forward	39.05
ydiY	758	reverse	49.41
ydiZ	290	forward	43.3
yniA	860	forward	51.92
yniB	536	reverse	43.95
hxpB	668	forward	51.72
ydjM	590	forward	51.27
tcyP	1391	forward	52.44
ydjO	803	reverse	35.07
cedA	242	reverse	52.26
cho	887	forward	51.58
ves	575	reverse	51.91
spy	485	reverse	50.82
astE	968	reverse	53.35
astB	1343	reverse	55.58
astD	1478	reverse	58.08
astA	1034	reverse	56.04
astC	1220	reverse	55.04
ydjX	710	forward	48.1
ydjY	677	forward	48.38
ydjZ	707	forward	51.55
ynjA	548	forward	56.28
ynjB	1166	forward	56.38
ynjC	1535	forward	56.77
ynjD	653	forward	51.07
ynjE	1307	forward	53.52
ynjF	620	reverse	53.46
nudG	407	forward	54.9
ynjH	272	reverse	50.55
ynjI	1040	reverse	41.31
ydjF	758	reverse	42.29
ydjG	980	reverse	47.81
ydjH	947	reverse	45.36
ydjI	836	reverse	45.4
ydjJ	1043	reverse	46.74
ydjK	1379	reverse	49.2
ydjL	1076	reverse	49.77
yeaC	272	reverse	45.05
yeaD	884	forward	49.83
yeaE	854	reverse	50.53
mipA	746	reverse	52.21
yeaG	1934	forward	50.13
yeaH	1283	forward	49.14
cdgI	1475	forward	38.48
dgcJ	1490	forward	46.01
yeaK	503	forward	51.39
yoaI	104	reverse	42.86
yeaL	446	forward	54.81
nimR	821	reverse	49.88
nimT	1181	forward	52.71
yeaO	347	forward	52.59
yoaF	254	reverse	52.55
dgcP	1025	forward	48.05
yeaQ	248	reverse	46.18
yoaG	182	reverse	45.9
yeaR	359	reverse	48.33
leuE	638	reverse	45.23
dmlR	923	reverse	52.38
dmlA	1085	forward	53.68
yeaV	1445	forward	51.24
yeaW	1124	forward	51.73
yeaX	965	forward	50.1
yeaY	581	reverse	53.61
tsaB	695	reverse	55.6
yoaA	1910	reverse	55.21
yoaB	344	forward	51.59
yoaC	299	forward	44.67
yoaH	179	reverse	56.11
pdeD	1598	forward	50.53
yoaE	1556	reverse	53.89
yobD	458	forward	45.1
mntP	566	forward	51.68
yobF	143	reverse	42.36
yebO	287	reverse	43.4
mgrB	143	reverse	46.53
kdgR	791	reverse	49.75
yebQ	1373	forward	52.33
msrC	497	reverse	49.2
yebS	1283	forward	50.08
yebT	2633	forward	53.64
rsmF	1439	forward	51.81
yebV	236	forward	48.52
yebW	191	forward	45.83
pphA	656	reverse	47.79
yebY	341	reverse	45.91
yebZ	872	reverse	53.15
yobA	374	reverse	49.87
yobB	656	forward	52.05
exoX	662	forward	51.89
znuA	932	reverse	49.09
znuC	755	forward	49.21
yecN	395	forward	50.76
cmoA	743	forward	50.67
cmoB	971	forward	52.06
torZ	2429	reverse	51.32
torY	1100	reverse	47.41
cutC	746	reverse	51.94
yecM	566	reverse	50.79
yecT	488	forward	38.85
flhE	392	reverse	52.67
flhB	1148	reverse	54.92
insB-5	503	reverse	54.56
insA-5	275	reverse	52.9
uspC	428	forward	44.99
ftnB	503	forward	47.82
	338	forward	47.49
yecR	323	forward	50.31
yecH	239	reverse	47.08
tcyL	668	reverse	52.77
dcyD	986	reverse	54
tcyJ	800	reverse	49.81
yedL	479	forward	47.08
yedN	1128	reverse	33.75
intG	278	forward	48.03
dsrB	188	reverse	51.32
yodD	227	forward	48.68
dsrA	86	reverse	43.68
yedP	815	forward	52.08
dgcQ	1694	reverse	51.39
yodC	182	reverse	53.01
yedR	365	reverse	50
yedS	1192	forward	45.68
hchA	851	forward	48.59
hprS	1358	reverse	39.66
hprR	671	reverse	44.79
yedX	413	forward	41.79
msrP	1004	forward	52.14
msrQ	635	forward	47.96
zinT	650	forward	38.25
yodB	530	forward	42.18
mtfA	797	forward	45.86
yeeJ	7076	forward	49.99
yeeL	1052	reverse	38.75
shiA	1316	forward	50.42
yeeN	716	forward	39.89
asnW	75	reverse	52.63
yeeO	1643	reverse	48.3
cbl	950	reverse	48.26
nac	917	reverse	48.15
ldtA	932	reverse	49.62
insH-6	1016	reverse	54.67
yoeA	0		45.63
insD-3	905	reverse	55.08
insC-3	365	reverse	53.01
yeeP	425	forward	60.09
flu	3119	forward	58.24
yeeR	1532	forward	50.29
yeeS	446	forward	58.17
yeeT	221	forward	52.7
cbeA	368	forward	57.18
cbtA	374	forward	53.07
yeeW	194	forward	49.23
yeeX	329	reverse	47.88
yeeY	929	reverse	50.43
yeeZ	824	reverse	51.88
wzzB	980	reverse	45.87
ugd	1166	reverse	43.79
insH-7	1016	reverse	54.67
galF	893	reverse	51.68
wcaM	1394	reverse	47.1
wcaL	1220	reverse	54.87
wcaK	1280	reverse	54.33
wzxC	1478	reverse	54.09
wcaJ	1394	reverse	54.62
wcaF	548	reverse	47.91
wcaE	746	reverse	45.52
wcaD	1217	reverse	42.04
wcaC	1217	reverse	53.61
wcaB	488	reverse	53.99
wcaA	839	reverse	51.55
wzc	2162	reverse	52.66
wzb	443	reverse	54.5
wza	1139	reverse	53.77
yegH	1583	forward	53.16
yegI	1946	reverse	50.85
yegJ	461	forward	41.13
pphC	761	reverse	52.23
yegL	659	reverse	51.06
mdtA	1247	forward	55.29
mdtB	3122	forward	56.61
mdtC	3077	forward	56.27
yegP	332	forward	48.05
yegQ	1361	forward	54.11
ogrK	218	reverse	50.68
yegZ	218	reverse	49.32
	266	reverse	47.94
yegR	317	reverse	36.48
yegS	899	forward	49.67
insE-5	299	forward	50
insF-5	866	forward	55.13
gatZ	1262	reverse	48.93
fbaB	1052	reverse	51.19
yegT	1277	forward	50.23
yegU	1004	forward	55.62
yegV	965	forward	56.94
yegW	746	reverse	51.41
yegX	818	reverse	47.99
thiD	800	reverse	55.43
rcnR	272	reverse	48.35
rcnA	824	forward	51.52
rcnB	338	forward	49.85
yeiS	239	forward	42.92
preT	1238	forward	51.49
lpxT	713	forward	44.12
mepS	566	forward	46.74
pdeN	1556	forward	50.55
b2191	122	forward	41.46
insH-8	1016	reverse	54.67
yfaP	776	reverse	52.51
yfaQ	1649	reverse	54.61
yfaS	4604	reverse	53.72
yfaT	623	reverse	51.44
yfaU	803	reverse	53.61
yfaV	1289	reverse	52.71
rhmD	1205	reverse	52.16
yfaX	782	reverse	50.96
yfaY	1202	reverse	54.2
yfaZ	542	reverse	53.22
nudI	425	forward	47.65
ais	602	reverse	43.28
arnB	1157	forward	51.3
arnC	968	forward	49.85
arnA	1982	forward	51.13
arnD	890	forward	52.86
arnT	1652	forward	51
arnF	386	forward	48.58
pmrD	266	reverse	46.82
elaB	305	reverse	51.96
elaA	461	reverse	47.84
rbn	917	forward	50.76
elaD	1211	forward	35.4
yfbK	1727	reverse	47.22
yfbL	971	forward	45.06
yfbM	503	forward	45.63
yfbN	716	reverse	39.05
yfbO	422	forward	40.19
yfbP	848	forward	43.46
alaA	1217	forward	50.49
yfbR	599	forward	49.33
yfbS	1832	reverse	52.26
hxpA	650	reverse	56.53
yfbU	494	reverse	47.68
yfbV	455	reverse	50.88
yfcC	1520	forward	52.07
yfcD	542	reverse	53.22
yfcE	554	reverse	51.89
yfcF	644	reverse	51.63
yfcG	647	forward	51.39
folX	362	forward	44.9
yfcH	893	forward	54.92
rpnB	890	reverse	45.57
yfcJ	1178	reverse	56.57
mnmC	2006	forward	52.86
yfcL	278	reverse	52.69
epmC	548	reverse	50.27
smrB	551	forward	53.26
yfcO	821	reverse	45.5
yfcP	539	reverse	48.7
yfcQ	488	reverse	46.63
yfcR	512	reverse	49.12
yfcS	752	reverse	51
yfcU	2645	reverse	51.74
yfcV	563	reverse	46.1
sixA	485	reverse	53.29
fadJ	2144	reverse	52.26
fadI	1310	reverse	55.84
yfcZ	284	reverse	51.58
yfdF	1058	forward	35.51
mlaA	755	reverse	51.85
yfdC	932	forward	48.55
intS	1157	forward	47.75
yfdG	362	forward	46.01
yfdH	920	forward	39.52
yfdI	1331	forward	27.55
tfaS	302	forward	54.46
yfdK	440	reverse	45.58
yfdL	518	reverse	49.52
yfdM	275	reverse	52.54
yfdN	494	reverse	54.34
yfdO	368	reverse	56.1
yfdP	362	forward	50.14
yfdQ	824	forward	45.7
yfdR	536	forward	46.18
yfdS	362	forward	47.11
yfdT	305	forward	42.81
emrK	1163	reverse	41.92
yfdE	1145	reverse	45.46
yfdV	944	reverse	44.76
oxc	1694	reverse	46.61
frc	1250	reverse	47.08
yfdX	635	reverse	46.23
ypdI	275	forward	40.22
yfdY	242	reverse	48.15
lpxP	920	forward	51.47
alaC	1238	reverse	54.96
pyrS	1697	forward	51.41
pyrR	734	forward	47.48
ypdC	857	forward	53.61
fryA	2495	reverse	55.21
ypdE	1037	reverse	58.29
ypdF	1085	reverse	56.81
fryC	1247	reverse	54.33
fryB	326	reverse	51.38
yfeO	1256	forward	53.86
ypeC	326	forward	54.13
mntH	1238	reverse	53.27
insL-3	1112	forward	51.93
yfeN	764	forward	45.23
yfeR	926	reverse	53.94
zipA	986	reverse	55.12
pdxK	851	reverse	52.23
yfeK	374	forward	46.4
yfeS	734	forward	39.18
murR	857	reverse	51.63
murQ	896	forward	53.51
murP	1424	forward	56.56
yfeW	1304	forward	51.88
yfeX	899	reverse	56
yfeY	575	reverse	50.87
yfeZ	449	reverse	52.89
ypeA	425	reverse	51.64
eutK	500	reverse	58.08
eutL	659	reverse	56.36
intZ	1208	forward	53.68
yffL	641	forward	44.39
yffM	245	forward	48.78
yffN	368	forward	46.61
yffO	416	forward	48.92
yffP	593	forward	52.36
yffQ	377	forward	43.12
yffR	392	forward	44.02
yffS	809	forward	50.49
eutA	1403	reverse	59.12
eutH	1226	reverse	55.18
eutG	1187	reverse	58.59
eutJ	836	reverse	58.66
eutE	1403	reverse	57.12
eutN	287	reverse	53.12
eutM	293	reverse	58.16
eutD	1016	reverse	58.21
eutT	803	reverse	58.58
eutQ	701	reverse	55.98
eutP	479	reverse	49.79
eutS	335	reverse	50.6
maeB	2279	reverse	54.12
ypfG	1043	reverse	54.6
ypfH	698	reverse	53.93
tmcA	2015	reverse	55.26
ypfJ	863	reverse	53.59
hyfC	947	forward	53.69
hyfD	1439	forward	55.35
hyfE	650	forward	53.3
hyfF	1580	forward	53.89
hyfG	1667	forward	54.32
hyfH	545	forward	54.95
hyfI	758	forward	55.73
hyfJ	413	forward	52.66
hyfR	2012	forward	52.61
focB	848	forward	51.24
yfgO	1061	reverse	54.14
bepA	1463	forward	53.89
yfgD	359	forward	52.5
hda	701	reverse	53.85
pdeF	2243	reverse	46.61
yfgG	191	forward	49.48
yfgH	518	forward	47.21
yfgI	539	forward	49.26
yfgJ	215	reverse	47.69
der	1472	reverse	52.21
bamB	1178	reverse	53.27
yfgM	620	reverse	49.76
pbpC	2312	reverse	56.72
yfhM	4961	reverse	52.96
iscU	386	reverse	50.13
iscS	1214	reverse	53.33
iscR	488	reverse	53.58
trmJ	740	reverse	55.47
yfhR	854	forward	50.53
csiE	1280	forward	51.52
hcaT	1139	reverse	56.49
hcaR	890	reverse	49.83
hcaC	320	forward	55.45
hcaB	812	forward	56.09
hcaD	1202	forward	54.03
yphA	422	forward	49.65
yphB	872	reverse	55.21
yphC	1061	reverse	55.18
yphD	998	reverse	56.16
yphE	1511	reverse	56.08
yphF	983	reverse	46.14
yphG	3281	reverse	54.88
yphH	1193	forward	50.59
glrK	1427	reverse	53.15
yfhL	260	forward	44.83
rseC	479	reverse	54.79
rseB	956	reverse	50.78
yfiP	698	forward	52.36
patZ	2660	forward	54.3
bamD	737	forward	51.22
	206	forward	36.23
yfiR	518	forward	45.66
ypjD	791	forward	52.65
yfjF	290	reverse	50.86
ratA	476	reverse	47.17
yfjH	956	reverse	36.78
yfjI	1409	forward	37.94
yfjJ	626	forward	40.35
abpB	2189	reverse	48.9
abpA	1616	reverse	48.67
yfjM	263	reverse	45.45
rnlA	1073	forward	44.32
rnlB	371	forward	45.97
yfjP	863	forward	54.05
yfjQ	821	forward	55.6
yfjR	701	forward	57.26
ypjK	236	forward	53.16
yfjS	443	forward	50.9
yfjT	467	forward	51.28
yfjU	314	reverse	41.59
yfjV	1015	reverse	54.82
yfjW	1703	forward	31.22
yfjX	458	forward	54.03
yfjY	482	forward	54.24
yfjZ	317	forward	54.4
ypjF	329	forward	47.58
ypjA	4580	reverse	49.2
pinH	239	reverse	49.58
ypjB	791	reverse	35.1
ypjC	482	reverse	32.71
b2651	131	forward	41.67
ileY	75	reverse	56.58
	173	reverse	41.95
ygaQ	2252	forward	37.24
glaH	977	forward	54.29
kbp	449	reverse	48.44
yqaE	158	reverse	50.94
ygaV	299	forward	53
ygaP	524	forward	45.9
alaE	449	forward	49.11
ygaM	329	forward	53.94
nrdH	245	forward	53.25
nrdI	410	forward	55.96
ygaY	1177	forward	54.41
ygaZ	737	forward	52.85
ygaH	335	forward	54.46
yqaA	428	reverse	49.42
yqaB	566	reverse	53.44
pncC	497	reverse	56.63
mltB	1085	reverse	55.16
norV	1439	forward	53.33
hycI	470	reverse	53.93
pphB	656	forward	42.31
ygbI	767	reverse	51.56
ygbJ	908	forward	53.03
ygbK	1166	forward	55.1
ygbL	638	forward	53.52
ygbM	776	forward	51.48
ygbN	1364	forward	51.72
truD	1049	reverse	52.19
ispD	710	reverse	55.41
ftsB	311	reverse	51.92
cas1	917	reverse	51.31
casE	599	reverse	45.33
casD	674	reverse	48.15
casC	1091	reverse	43.5
casB	482	reverse	46.38
casA	1508	reverse	43.8
queD	365	forward	49.45
ygcN	1271	forward	55.35
ygcO	260	forward	55.17
ygcP	575	forward	46.53
ygcQ	860	reverse	55.63
ygcR	779	reverse	55.64
ygcS	1337	reverse	53.21
